Nummer	lastpage	startdate
2385	7	2014-12-09T19:50:29
2386	7	2014-12-09T19:50:32
2387	0	2014-12-09T19:50:39
2388	0	2014-12-09T19:50:43
2389	7	2014-12-09T19:54:15
2390	7	2014-12-09T19:51:09
2391	7	2014-12-09T19:51:28
2392	7	2014-12-09T19:51:33
2393	7	2014-12-09T19:51:44
2394	7	2014-12-09T19:52:03
2395	5	2014-12-09T19:52:10
2396	7	2014-12-09T19:52:27
2397	0	2014-12-09T19:52:33
2398	3	2014-12-09T19:52:35
2399	1	2014-12-09T19:52:36
2400	2	2014-12-09T19:52:38
2401	1	2014-12-09T19:52:45
2402	5	2014-12-09T19:52:47
2403	0	2014-12-09T19:52:49
2404	4	2014-12-09T19:52:55
2405	7	2014-12-09T19:52:57
2406	7	2014-12-09T19:53:03
2407	4	2014-12-09T19:53:20
2408	1	2014-12-09T19:53:25
2409	7	2014-12-09T20:05:37
2410	1	2014-12-09T19:53:33
2411	0	2014-12-09T19:53:49
2412	7	2014-12-09T19:54:03
2413	1	2014-12-09T19:54:04
2414	7	2014-12-09T19:54:23
2415	7	2014-12-09T19:54:23
2416	7	2014-12-09T19:54:25
2417	7	2014-12-09T19:54:29
2418	7	2014-12-09T19:54:32
2419	7	2014-12-09T19:54:41
2420	7	2014-12-09T19:54:42
2421	7	2014-12-09T19:55:06
2422	7	2014-12-09T19:55:13
2423	4	2014-12-09T19:55:14
2424	7	2014-12-09T19:55:45
2425	7	2014-12-09T19:55:52
2426	7	2014-12-09T19:55:55
2427	7	2014-12-09T19:56:03
2428	5	2014-12-09T19:56:09
2429	7	2014-12-09T19:56:10
2430	7	2014-12-09T19:56:11
2431	4	2014-12-09T19:56:21
2432	2	2014-12-09T19:56:23
2433	4	2014-12-09T19:56:23
2434	2	2014-12-09T19:56:46
2435	7	2014-12-09T19:56:50
2436	7	2014-12-09T19:56:51
2437	7	2014-12-09T19:56:58
2438	7	2014-12-09T19:57:01
2439	7	2014-12-09T19:57:07
2440	5	2014-12-09T19:59:11
2441	7	2014-12-09T19:57:17
2442	7	2014-12-09T19:57:23
2443	7	2014-12-09T19:57:38
2444	0	2014-12-09T19:57:49
2445	0	2014-12-09T20:05:25
2446	7	2014-12-09T19:58:02
2447	7	2014-12-09T19:58:03
2448	7	2014-12-09T19:58:09
2449	7	2014-12-09T19:58:14
2450	7	2014-12-09T19:58:17
2451	1	2014-12-09T19:58:21
2452	7	2014-12-09T19:58:35
2453	7	2014-12-09T19:58:41
2454	7	2014-12-09T19:58:56
2455	3	2014-12-09T19:59:47
2456	0	2014-12-09T19:59:04
2457	5	2014-12-09T19:59:13
2458	7	2014-12-09T19:59:53
2459	7	2014-12-09T20:00:02
2460	7	2014-12-09T20:00:02
2461	7	2014-12-09T20:00:05
2462	0	2014-12-09T20:00:05
2463	7	2014-12-09T20:00:08
2464	7	2014-12-09T20:00:12
2465	1	2014-12-09T20:00:27
2466	6	2014-12-09T20:00:38
2467	0	2014-12-09T20:00:57
2468	7	2014-12-09T20:05:42
2469	0	2014-12-09T20:01:07
2470	7	2014-12-09T20:01:58
2471	5	2014-12-09T20:01:21
2472	0	2014-12-09T20:01:34
2473	7	2014-12-09T20:01:39
2474	7	2014-12-09T20:02:26
2475	7	2014-12-09T20:01:40
2476	7	2014-12-09T20:01:59
2477	7	2014-12-09T20:02:06
2478	7	2014-12-09T20:02:10
2479	1	2014-12-09T20:02:13
2480	2	2014-12-09T20:02:16
2481	7	2014-12-09T20:02:17
2482	7	2014-12-09T20:02:27
2483	0	2014-12-09T20:02:28
2484	7	2014-12-09T20:02:41
2485	1	2014-12-09T20:02:42
2486	7	2014-12-09T20:02:45
2487	7	2014-12-09T20:02:59
2488	5	2014-12-09T20:03:11
2489	7	2014-12-09T20:03:11
2490	7	2014-12-09T20:03:22
2491	7	2014-12-09T20:03:26
2492	7	2014-12-09T20:03:26
2493	5	2014-12-09T20:03:36
2494	7	2014-12-09T20:03:48
2495	5	2014-12-09T20:03:58
2496	7	2014-12-09T20:04:03
2497	2	2014-12-09T20:04:09
2498	7	2014-12-09T20:04:13
2499	5	2014-12-09T20:04:13
2500	4	2014-12-09T20:04:16
2501	7	2014-12-09T20:04:36
2502	7	2014-12-09T20:04:46
2503	7	2014-12-09T20:04:49
2504	2	2014-12-09T20:04:54
2505	0	2014-12-09T20:05:12
2506	7	2014-12-09T20:05:36
2507	2	2014-12-09T20:05:34
2508	3	2014-12-09T20:06:01
2509	4	2014-12-09T20:06:06
2510	7	2014-12-09T20:06:08
2511	0	2014-12-09T20:06:10
2512	7	2014-12-09T20:06:17
2513	7	2014-12-09T20:06:28
2514	7	2014-12-09T20:06:34
2515	7	2014-12-09T20:06:40
2516	0	2014-12-09T20:06:56
2517	7	2014-12-09T20:07:09
2518	7	2014-12-09T20:07:32
2519	5	2014-12-09T20:07:34
2520	1	2014-12-09T20:07:35
2521	5	2014-12-09T20:07:35
2522	7	2014-12-09T20:07:51
2523	1	2014-12-09T20:08:02
2524	3	2014-12-09T20:08:03
2525	1	2014-12-09T20:08:17
2526	7	2014-12-09T20:08:19
2527	7	2014-12-09T20:08:24
2528	7	2014-12-09T20:08:31
2529	7	2014-12-09T20:08:47
2530	0	2014-12-09T20:08:50
2531	7	2014-12-09T20:08:57
2532	5	2014-12-09T20:09:02
2533	7	2014-12-09T20:09:18
2534	7	2014-12-09T20:09:20
2535	7	2014-12-09T20:09:23
2536	2	2014-12-09T20:09:30
2537	7	2014-12-09T20:09:38
2538	7	2014-12-09T20:09:53
2539	7	2014-12-09T20:10:38
2540	0	2014-12-09T20:10:41
2541	7	2014-12-09T20:10:43
2542	7	2014-12-09T20:10:44
2543	0	2014-12-09T20:11:00
2544	2	2014-12-09T20:11:19
2545	5	2014-12-09T20:11:28
2546	7	2014-12-09T20:11:36
2547	5	2014-12-09T20:11:38
2548	1	2014-12-09T20:29:15
2549	7	2014-12-09T20:11:50
2550	1	2014-12-09T20:11:57
2551	7	2014-12-09T20:11:57
2552	7	2014-12-09T20:11:58
2553	3	2014-12-09T20:12:00
2554	7	2014-12-09T20:12:02
2555	7	2014-12-09T20:12:13
2556	7	2014-12-09T20:12:17
2557	0	2014-12-09T20:12:29
2558	0	2014-12-09T20:12:36
2559	1	2014-12-09T20:12:38
2560	7	2014-12-09T20:12:42
2561	7	2014-12-09T20:12:44
2562	6	2014-12-09T20:12:46
2563	1	2014-12-09T20:13:01
2564	5	2014-12-09T20:13:04
2565	7	2014-12-09T20:13:15
2566	7	2014-12-09T20:18:39
2567	4	2014-12-09T20:13:21
2568	5	2014-12-09T20:13:30
2569	7	2014-12-09T20:13:37
2570	0	2014-12-09T20:13:37
2571	7	2014-12-09T20:13:44
2572	1	2014-12-09T20:14:08
2573	7	2014-12-09T20:14:16
2574	7	2014-12-09T20:14:23
2575	7	2014-12-09T20:14:24
2576	7	2014-12-09T20:14:43
2577	4	2014-12-09T20:14:46
2578	7	2014-12-09T20:14:49
2579	0	2014-12-09T20:14:54
2580	7	2014-12-09T20:15:04
2581	4	2014-12-09T20:15:12
2582	7	2014-12-09T20:15:32
2583	7	2014-12-09T20:15:37
2584	7	2014-12-09T20:15:38
2585	0	2014-12-09T20:15:46
2586	1	2014-12-09T20:15:49
2587	7	2014-12-09T20:15:53
2588	7	2014-12-09T20:16:00
2589	0	2014-12-09T20:16:15
2590	7	2014-12-09T20:16:25
2591	7	2014-12-09T20:16:26
2592	0	2014-12-09T20:16:43
2593	7	2014-12-09T20:17:47
2594	7	2014-12-09T20:16:52
2595	7	2014-12-09T20:16:56
2596	7	2014-12-09T20:16:57
2597	1	2014-12-09T20:17:15
2598	7	2014-12-09T20:17:17
2599	7	2014-12-09T20:17:56
2600	7	2014-12-09T20:18:02
2601	7	2014-12-09T20:18:05
2602	7	2014-12-09T20:18:08
2603	7	2014-12-09T20:18:12
2604	5	2014-12-09T20:18:21
2605	7	2014-12-09T20:18:25
2606	7	2014-12-09T20:18:55
2607	7	2014-12-09T20:19:03
2608	0	2014-12-09T20:19:16
2609	7	2014-12-09T20:19:24
2610	7	2014-12-09T20:19:24
2611	7	2014-12-09T20:19:33
2612	5	2014-12-09T20:19:39
2613	7	2014-12-09T20:19:45
2614	3	2014-12-09T20:19:52
2615	2	2014-12-09T20:19:56
2616	7	2014-12-09T20:20:16
2617	0	2014-12-09T20:20:18
2618	7	2014-12-09T20:20:40
2619	7	2014-12-09T20:20:43
2620	1	2014-12-09T20:21:02
2621	7	2014-12-09T20:21:10
2622	0	2014-12-09T20:21:14
2623	2	2014-12-09T20:21:15
2624	7	2014-12-09T20:21:19
2625	7	2014-12-09T20:21:32
2626	4	2014-12-09T20:21:36
2627	7	2014-12-09T20:21:59
2628	7	2014-12-09T20:22:12
2629	7	2014-12-09T20:22:12
2630	7	2014-12-09T20:22:20
2631	7	2014-12-09T20:22:26
2632	7	2014-12-09T20:22:32
2633	7	2014-12-09T20:22:46
2634	7	2014-12-09T20:22:51
2635	1	2014-12-09T20:23:12
2636	2	2014-12-09T20:23:22
2637	7	2014-12-09T20:23:30
2638	2	2014-12-09T20:23:36
2639	1	2014-12-09T20:23:37
2640	0	2014-12-09T20:23:51
2641	7	2014-12-09T20:23:56
2642	2	2014-12-09T20:23:58
2643	7	2014-12-09T20:24:10
2644	7	2014-12-09T20:24:29
2645	5	2014-12-09T20:25:14
2646	7	2014-12-09T20:25:24
2647	7	2014-12-09T20:25:29
2648	5	2014-12-09T20:25:50
2649	7	2014-12-09T20:25:59
2650	7	2014-12-09T20:25:59
2651	0	2014-12-09T20:26:02
2652	7	2014-12-09T20:26:05
2653	1	2014-12-09T20:26:51
2654	1	2014-12-09T20:26:54
2655	3	2014-12-09T20:27:12
2656	0	2014-12-09T20:27:35
2657	7	2014-12-09T20:27:41
2658	0	2014-12-09T20:27:46
2659	7	2014-12-09T20:28:08
2660	7	2014-12-09T20:28:36
2661	7	2014-12-09T20:28:40
2662	5	2014-12-09T20:28:55
2663	7	2014-12-09T20:28:56
2664	7	2014-12-09T20:28:57
2665	5	2014-12-09T20:29:44
2666	7	2014-12-09T20:29:44
2667	7	2014-12-09T20:29:49
2668	7	2014-12-09T20:29:54
2669	7	2014-12-09T20:29:54
2670	7	2014-12-09T20:30:00
2671	0	2014-12-09T20:30:09
2672	7	2014-12-09T20:30:21
2673	5	2014-12-09T20:30:27
2674	7	2014-12-09T20:30:31
2675	6	2014-12-09T20:30:34
2676	7	2014-12-09T20:30:36
2677	7	2014-12-09T20:31:03
2678	7	2014-12-09T20:31:07
2679	4	2014-12-09T20:31:12
2680	2	2014-12-09T20:31:12
2681	7	2014-12-09T20:31:18
2682	7	2014-12-09T20:31:29
2683	3	2014-12-09T20:31:38
2684	7	2014-12-09T20:48:27
2685	0	2014-12-09T20:31:51
2686	0	2014-12-09T20:31:54
2687	7	2014-12-09T20:50:47
2688	1	2014-12-09T20:32:02
2689	7	2014-12-09T20:32:10
2690	7	2014-12-09T20:32:13
2691	7	2014-12-09T20:32:30
2692	7	2014-12-09T20:32:33
2693	0	2014-12-09T20:32:59
2694	7	2014-12-09T20:33:04
2695	7	2014-12-09T20:33:13
2696	5	2014-12-09T20:33:16
2697	7	2014-12-09T20:33:26
2698	7	2014-12-09T20:33:40
2699	7	2014-12-09T20:34:01
2700	1	2014-12-09T20:34:02
2701	1	2014-12-09T20:34:23
2702	7	2014-12-09T20:34:28
2703	7	2014-12-09T20:34:40
2704	7	2014-12-09T20:35:01
2705	7	2014-12-09T20:35:02
2706	7	2014-12-09T20:35:07
2707	7	2014-12-09T20:35:08
2708	4	2014-12-09T20:35:16
2709	7	2014-12-09T20:35:18
2710	7	2014-12-09T20:35:27
2711	7	2014-12-09T20:35:33
2712	7	2014-12-09T20:35:34
2713	7	2014-12-09T20:35:36
2714	0	2014-12-09T20:36:02
2715	7	2014-12-09T20:36:09
2716	7	2014-12-09T20:36:13
2717	7	2014-12-09T20:36:16
2718	7	2014-12-09T20:36:23
2719	7	2014-12-09T20:36:24
2720	7	2014-12-09T20:36:27
2721	7	2014-12-09T20:36:37
2722	7	2014-12-09T20:36:47
2723	5	2014-12-09T20:37:04
2724	7	2014-12-09T20:37:08
2725	1	2014-12-09T20:37:14
2726	1	2014-12-09T20:37:20
2727	0	2014-12-09T20:37:26
2728	7	2014-12-09T20:50:45
2729	7	2014-12-09T20:38:05
2730	7	2014-12-09T20:38:13
2731	7	2014-12-09T20:38:28
2732	7	2014-12-09T20:38:40
2733	7	2014-12-09T20:47:11
2734	7	2014-12-09T20:39:19
2735	7	2014-12-09T20:39:44
2736	7	2014-12-09T20:40:12
2737	7	2014-12-09T20:40:19
2738	7	2014-12-09T20:40:44
2739	0	2014-12-09T20:40:48
2740	1	2014-12-09T20:40:54
2741	7	2014-12-09T20:41:16
2742	7	2014-12-09T20:41:28
2743	7	2014-12-09T20:41:39
2744	7	2014-12-09T20:41:44
2745	7	2014-12-09T20:41:45
2746	0	2014-12-09T20:42:02
2747	0	2014-12-09T20:42:33
2748	7	2014-12-09T20:42:50
2749	7	2014-12-09T20:43:07
2750	2	2014-12-09T20:43:11
2751	7	2014-12-09T20:43:11
2752	5	2014-12-09T20:43:20
2753	7	2014-12-09T20:43:29
2754	7	2014-12-09T20:43:33
2755	7	2014-12-09T20:43:44
2756	0	2014-12-09T20:43:57
2757	5	2014-12-09T20:43:58
2758	1	2014-12-09T20:44:18
2759	7	2014-12-09T20:44:19
2760	7	2014-12-09T20:44:37
2761	0	2014-12-09T20:44:53
2762	7	2014-12-09T20:44:58
2763	7	2014-12-09T20:45:07
2764	7	2014-12-09T20:45:12
2765	7	2014-12-09T20:45:50
2766	2	2014-12-09T20:45:55
2767	7	2014-12-09T20:54:44
2768	0	2014-12-09T20:46:57
2769	7	2014-12-09T20:47:02
2770	1	2014-12-09T20:47:16
2771	7	2014-12-09T20:47:32
2772	3	2014-12-09T20:47:45
2773	7	2014-12-09T20:47:49
2774	7	2014-12-09T20:47:51
2775	7	2014-12-09T20:48:27
2776	0	2014-12-09T20:48:33
2777	7	2014-12-09T20:48:54
2778	7	2014-12-09T20:48:54
2779	7	2014-12-09T20:49:07
2780	7	2014-12-09T20:49:16
2781	7	2014-12-09T20:49:26
2782	7	2014-12-09T20:50:24
2783	7	2014-12-09T20:50:25
2784	1	2014-12-09T20:50:26
2785	7	2014-12-09T20:50:30
2786	7	2014-12-09T20:50:48
2787	7	2014-12-09T20:50:49
2788	0	2014-12-09T20:51:05
2789	7	2014-12-09T20:51:15
2790	7	2014-12-09T20:51:29
2791	7	2014-12-09T20:51:34
2792	7	2014-12-09T20:51:39
2793	7	2014-12-09T20:51:53
2794	5	2014-12-09T20:51:55
2795	4	2014-12-09T20:52:00
2796	1	2014-12-09T20:52:02
2797	0	2014-12-09T20:52:04
2798	7	2014-12-09T20:52:11
2799	7	2014-12-09T20:52:23
2800	4	2014-12-09T20:52:23
2801	1	2014-12-09T20:52:32
2802	0	2014-12-09T20:52:44
2803	7	2014-12-09T20:52:49
2804	7	2014-12-09T20:52:59
2805	7	2014-12-09T20:53:09
2806	7	2014-12-09T20:53:30
2807	0	2014-12-09T20:53:35
2808	7	2014-12-09T20:53:36
2809	1	2014-12-09T20:53:38
2810	7	2014-12-09T20:53:43
2811	7	2014-12-09T20:53:55
2812	7	2014-12-09T20:54:20
2813	1	2014-12-09T20:54:45
2814	2	2014-12-09T20:55:01
2815	4	2014-12-09T20:55:14
2816	7	2014-12-09T20:55:15
2817	7	2014-12-09T20:55:32
2818	2	2014-12-09T20:55:20
2819	3	2014-12-09T20:55:22
2820	7	2014-12-09T20:55:23
2821	7	2014-12-09T20:55:25
2822	7	2014-12-09T20:55:27
2823	1	2014-12-09T20:55:28
2824	7	2014-12-09T20:55:36
2825	0	2014-12-09T20:55:45
2826	0	2014-12-09T20:55:45
2827	7	2014-12-09T20:55:47
2828	1	2014-12-09T20:55:52
2829	7	2014-12-09T20:55:54
2830	7	2014-12-09T20:56:05
2831	0	2014-12-09T20:56:07
2832	7	2014-12-09T20:56:19
2833	7	2014-12-09T20:56:19
2834	0	2014-12-09T20:56:19
2835	7	2014-12-09T20:56:21
2836	7	2014-12-09T20:56:23
2837	1	2014-12-09T20:56:26
2838	6	2014-12-09T20:56:29
2839	0	2014-12-09T20:56:35
2840	7	2014-12-09T20:56:50
2841	7	2014-12-09T20:57:14
2842	7	2014-12-09T20:57:18
2843	7	2014-12-09T20:57:18
2844	1	2014-12-09T20:57:27
2845	7	2014-12-09T20:57:33
2846	4	2014-12-09T20:57:35
2847	7	2014-12-09T20:57:41
2848	7	2014-12-09T20:57:45
2849	1	2014-12-09T20:58:21
2850	7	2014-12-09T20:58:30
2851	7	2014-12-09T20:58:51
2852	0	2014-12-09T20:58:51
2853	1	2014-12-09T20:58:53
2854	7	2014-12-09T20:59:21
2855	7	2014-12-09T21:04:59
2856	7	2014-12-09T20:59:26
2857	6	2014-12-09T20:59:33
2858	7	2014-12-09T20:59:36
2859	7	2014-12-09T20:59:57
2860	7	2014-12-09T20:59:58
2861	0	2014-12-09T21:00:27
2862	3	2014-12-09T21:00:49
2863	7	2014-12-09T21:01:05
2864	7	2014-12-09T21:01:37
2865	7	2014-12-09T21:01:59
2866	7	2014-12-09T21:02:04
2867	7	2014-12-09T21:02:05
2868	7	2014-12-09T21:02:06
2869	7	2014-12-09T21:02:24
2870	0	2014-12-09T21:02:24
2871	0	2014-12-09T21:02:30
2872	7	2014-12-09T21:02:38
2873	7	2014-12-09T21:14:35
2874	0	2014-12-09T21:02:49
2875	7	2014-12-09T21:03:23
2876	7	2014-12-09T21:03:48
2877	7	2014-12-09T21:03:58
2878	7	2014-12-09T21:04:01
2879	7	2014-12-09T21:04:07
2880	7	2014-12-09T21:04:17
2881	0	2014-12-09T21:04:27
2882	0	2014-12-09T21:17:44
2883	7	2014-12-09T21:05:07
2884	7	2014-12-09T21:05:08
2885	7	2014-12-09T21:05:10
2886	7	2014-12-09T21:05:16
2887	7	2014-12-09T21:05:18
2888	7	2014-12-09T21:05:26
2889	1	2014-12-09T21:05:31
2890	7	2014-12-09T21:05:59
2891	7	2014-12-09T21:06:08
2892	7	2014-12-09T21:06:48
2893	7	2014-12-09T21:06:22
2894	7	2014-12-09T21:06:27
2895	0	2014-12-09T21:06:34
2896	1	2014-12-09T21:06:44
2897	7	2014-12-09T21:07:16
2898	7	2014-12-09T21:07:41
2899	7	2014-12-09T21:07:52
2900	4	2014-12-09T21:08:30
2901	7	2014-12-09T21:08:42
2902	7	2014-12-09T21:08:43
2903	7	2014-12-09T21:08:44
2904	7	2014-12-09T21:08:51
2905	4	2014-12-09T21:08:52
2906	4	2014-12-09T21:08:52
2907	7	2014-12-09T21:09:07
2908	2	2014-12-09T21:09:10
2909	1	2014-12-09T21:09:19
2910	7	2014-12-09T21:09:54
2911	7	2014-12-09T21:09:56
2912	7	2014-12-09T21:10:32
2913	7	2014-12-09T21:10:39
2914	7	2014-12-09T21:10:45
2915	7	2014-12-09T21:11:04
2916	7	2014-12-09T21:11:11
2917	7	2014-12-09T21:11:16
2918	7	2014-12-09T21:11:23
2919	4	2014-12-09T21:11:37
2920	2	2014-12-09T21:11:49
2921	7	2014-12-09T21:11:55
2922	7	2014-12-09T21:12:05
2923	7	2014-12-09T21:12:51
2924	0	2014-12-09T21:12:54
2925	0	2014-12-09T21:13:00
2926	7	2014-12-09T21:13:04
2927	7	2014-12-09T21:13:37
2928	7	2014-12-09T21:13:38
2929	7	2014-12-09T21:13:42
2930	7	2014-12-09T21:14:14
2931	0	2014-12-09T21:14:22
2932	7	2014-12-09T21:14:23
2933	0	2014-12-09T21:14:38
2934	5	2014-12-09T21:14:39
2935	7	2014-12-09T21:14:45
2936	7	2014-12-09T21:14:49
2937	2	2014-12-09T21:14:51
2938	7	2014-12-09T21:14:53
2939	7	2014-12-09T21:15:38
2940	7	2014-12-09T21:16:00
2941	1	2014-12-09T21:16:01
2942	3	2014-12-09T21:56:45
2943	1	2014-12-09T21:16:20
2944	7	2014-12-09T21:16:23
2945	7	2014-12-09T21:16:28
2946	7	2014-12-09T21:16:29
2947	7	2014-12-09T21:17:27
2948	7	2014-12-09T21:16:32
2949	7	2014-12-09T21:16:53
2950	7	2014-12-09T21:16:55
2951	7	2014-12-09T21:16:57
2952	7	2014-12-09T21:16:59
2953	4	2014-12-09T21:17:13
2954	7	2014-12-09T21:17:32
2955	7	2014-12-09T21:17:38
2956	7	2014-12-09T21:17:48
2957	7	2014-12-09T21:18:07
2958	7	2014-12-09T21:18:31
2959	7	2014-12-09T21:18:32
2960	7	2014-12-09T21:18:43
2961	5	2014-12-09T21:18:45
2962	7	2014-12-09T21:18:56
2963	7	2014-12-09T21:19:16
2964	1	2014-12-09T21:20:00
2965	7	2014-12-09T21:20:11
2966	7	2014-12-09T21:20:11
2967	7	2014-12-09T21:20:23
2968	5	2014-12-09T21:20:28
2969	5	2014-12-09T21:20:37
2970	7	2014-12-09T21:20:37
2971	6	2014-12-09T21:20:54
2972	7	2014-12-09T21:21:21
2973	7	2014-12-09T21:21:28
2974	7	2014-12-09T21:21:50
2975	1	2014-12-09T21:22:17
2976	7	2014-12-09T21:22:18
2977	1	2014-12-09T21:22:30
2978	7	2014-12-09T21:22:34
2979	1	2014-12-09T21:22:39
2980	7	2014-12-09T21:22:46
2981	1	2014-12-09T21:22:59
2982	7	2014-12-09T21:22:59
2983	0	2014-12-09T21:23:08
2984	7	2014-12-09T21:23:16
2985	2	2014-12-09T21:23:21
2986	7	2014-12-09T21:23:31
2987	1	2014-12-09T21:23:33
2988	7	2014-12-09T21:23:43
2989	7	2014-12-09T21:23:50
2990	7	2014-12-09T21:24:02
2991	0	2014-12-09T21:24:15
2992	7	2014-12-09T21:24:33
2993	7	2014-12-09T21:24:48
2994	7	2014-12-09T21:25:02
2995	3	2014-12-09T21:25:03
2996	7	2014-12-09T21:25:18
2997	7	2014-12-09T21:26:14
2998	7	2014-12-09T21:26:22
2999	7	2014-12-09T21:26:42
3000	7	2014-12-09T21:26:44
3001	7	2014-12-09T21:26:54
3002	7	2014-12-09T21:27:11
3003	7	2014-12-09T21:27:12
3004	7	2014-12-09T21:27:23
3005	1	2014-12-09T21:27:37
3006	1	2014-12-09T21:27:38
3007	7	2014-12-09T21:27:40
3008	7	2014-12-09T21:27:46
3009	7	2014-12-09T21:27:48
3010	7	2014-12-09T21:27:51
3011	7	2014-12-09T21:27:53
3012	7	2014-12-09T21:27:53
3013	6	2014-12-09T21:28:00
3014	7	2014-12-09T21:28:07
3015	1	2014-12-09T21:28:19
3016	7	2014-12-09T21:28:32
3017	7	2014-12-09T21:28:39
3018	0	2014-12-09T21:28:42
3019	7	2014-12-09T21:28:42
3020	7	2014-12-09T21:56:39
3021	7	2014-12-09T21:29:39
3022	0	2014-12-09T21:29:47
3023	1	2014-12-09T21:30:06
3024	7	2014-12-09T21:32:44
3025	0	2014-12-09T21:30:12
3026	7	2014-12-09T21:30:21
3027	7	2014-12-09T21:30:29
3028	7	2014-12-09T21:30:30
3029	7	2014-12-09T21:30:36
3030	1	2014-12-09T21:30:53
3031	7	2014-12-09T21:30:55
3032	7	2014-12-09T21:31:47
3033	7	2014-12-09T21:32:16
3034	7	2014-12-09T21:33:00
3035	5	2014-12-09T21:33:03
3036	7	2014-12-09T21:33:14
3037	6	2014-12-09T21:33:20
3038	7	2014-12-09T21:33:26
3039	1	2014-12-09T21:34:12
3040	7	2014-12-09T21:35:18
3041	6	2014-12-09T21:35:19
3042	7	2014-12-09T21:35:20
3043	2	2014-12-09T21:35:40
3044	7	2014-12-09T21:35:42
3045	1	2014-12-09T21:35:48
3046	4	2014-12-09T21:35:53
3047	7	2014-12-09T21:36:11
3048	7	2014-12-09T21:36:11
3049	1	2014-12-09T21:36:24
3050	7	2014-12-09T21:36:33
3051	7	2014-12-09T21:36:39
3052	7	2014-12-09T21:36:40
3053	0	2014-12-09T21:36:43
3054	7	2014-12-09T21:36:48
3055	7	2014-12-09T21:37:00
3056	7	2014-12-09T21:37:00
3057	7	2014-12-09T21:37:38
3058	7	2014-12-09T21:37:43
3059	4	2014-12-09T21:38:03
3060	1	2014-12-09T21:37:51
3061	5	2014-12-09T21:37:52
3062	5	2014-12-09T21:37:55
3063	1	2014-12-09T21:38:00
3064	7	2014-12-09T21:38:17
3065	0	2014-12-09T21:38:10
3066	7	2014-12-09T21:38:23
3067	7	2014-12-09T21:38:33
3068	5	2014-12-09T21:38:44
3069	7	2014-12-09T21:38:44
3070	7	2014-12-09T21:38:45
3071	7	2014-12-09T21:39:16
3072	1	2014-12-09T21:39:33
3073	7	2014-12-09T21:39:46
3074	7	2014-12-09T21:39:47
3075	7	2014-12-09T21:39:47
3076	7	2014-12-09T21:40:03
3077	1	2014-12-09T21:40:20
3078	7	2014-12-09T21:40:57
3079	7	2014-12-09T21:41:17
3080	7	2014-12-09T21:41:22
3081	7	2014-12-09T21:41:56
3082	7	2014-12-09T21:42:31
3083	4	2014-12-09T21:42:36
3084	7	2014-12-09T21:42:57
3085	7	2014-12-09T21:43:05
3086	2	2014-12-09T21:43:09
3087	7	2014-12-09T21:43:10
3088	7	2014-12-09T21:43:18
3089	2	2014-12-09T21:43:54
3090	7	2014-12-09T21:43:57
3091	1	2014-12-09T21:44:11
3092	7	2014-12-09T21:44:41
3093	1	2014-12-09T21:44:54
3094	3	2014-12-09T21:44:58
3095	7	2014-12-09T21:45:07
3096	7	2014-12-09T21:45:13
3097	7	2014-12-09T21:45:15
3098	5	2014-12-09T21:45:19
3099	0	2014-12-09T21:45:27
3100	4	2014-12-09T21:45:44
3101	7	2014-12-09T21:45:51
3102	7	2014-12-09T21:45:58
3103	7	2014-12-09T21:46:08
3104	7	2014-12-09T21:46:11
3105	4	2014-12-09T21:46:20
3106	2	2014-12-09T21:46:24
3107	7	2014-12-09T21:46:38
3108	7	2014-12-09T21:46:40
3109	7	2014-12-09T21:46:54
3110	7	2014-12-09T21:47:02
3111	7	2014-12-09T21:47:09
3112	3	2014-12-09T21:48:15
3113	0	2014-12-09T21:47:14
3114	1	2014-12-09T21:47:23
3115	7	2014-12-09T21:47:44
3116	7	2014-12-09T21:48:18
3117	5	2014-12-09T21:48:28
3118	7	2014-12-09T21:48:32
3119	0	2014-12-09T21:48:46
3120	0	2014-12-09T21:48:48
3121	5	2014-12-09T21:49:05
3122	7	2014-12-09T21:49:13
3123	7	2014-12-09T21:49:14
3124	7	2014-12-09T21:49:55
3125	7	2014-12-09T21:50:06
3126	0	2014-12-09T21:50:49
3127	7	2014-12-09T21:55:43
3128	7	2014-12-09T21:50:54
3129	2	2014-12-09T21:51:02
3130	7	2014-12-09T21:51:02
3131	0	2014-12-09T21:51:05
3132	1	2014-12-09T21:51:07
3133	7	2014-12-09T21:51:47
3134	7	2014-12-09T21:51:56
3135	7	2014-12-09T21:52:14
3136	7	2014-12-09T21:52:44
3137	7	2014-12-09T21:52:47
3138	2	2014-12-09T21:52:50
3139	7	2014-12-09T21:53:23
3140	0	2014-12-09T21:53:25
3141	1	2014-12-09T21:53:32
3142	7	2014-12-09T21:53:40
3143	7	2014-12-09T21:55:44
3144	1	2014-12-09T21:53:49
3145	0	2014-12-09T21:54:33
3146	7	2014-12-09T21:54:44
3147	7	2014-12-09T21:54:48
3148	7	2014-12-09T21:54:52
3149	7	2014-12-09T21:55:30
3150	2	2014-12-09T21:55:45
3151	7	2014-12-09T21:56:12
3152	1	2014-12-09T21:56:13
3153	5	2014-12-09T21:56:49
3154	7	2014-12-09T21:56:49
3155	7	2014-12-09T21:56:56
3156	7	2014-12-09T21:57:14
3157	7	2014-12-09T21:57:19
3158	7	2014-12-09T21:57:47
3159	7	2014-12-09T21:57:51
3160	7	2014-12-09T21:58:00
3161	7	2014-12-09T21:58:19
