ntwort ID	Datum Abgeschickt	Letzte Seite	Datum gestartet
1601	2014-01-05T15:41:36	6	2014-01-05T15:25:09
1602	2014-01-05T15:37:54	6	2014-01-05T15:26:51
1603		0	2014-01-05T15:29:40
1604	2014-01-05T15:48:00	6	2014-01-05T15:31:42
1605		1	2014-01-05T15:33:00
1606		1	2014-01-05T15:35:26
1607	2014-01-05T16:06:04	6	2014-01-05T15:36:57
1608	2014-01-05T15:53:17	6	2014-01-05T15:40:38
1609	2014-01-05T15:49:19	6	2014-01-05T15:41:00
1610		1	2014-01-05T15:41:05
1611	2014-01-05T15:52:13	6	2014-01-05T15:43:30
1612	2014-01-05T15:56:42	6	2014-01-05T15:44:58
1613	2014-01-05T16:03:08	6	2014-01-05T15:46:08
1614		1	2014-01-05T15:51:03
1615		1	2014-01-05T15:57:23
1618	2014-01-05T16:37:39	6	2014-01-05T16:21:31
1617	2014-01-05T16:16:53	6	2014-01-05T16:06:06
1619	2014-01-05T16:43:16	6	2014-01-05T16:29:50
1620	2014-01-05T16:35:33	6	2014-01-05T16:31:22
1621		1	2014-01-05T16:32:43
1622	2014-01-05T16:41:13	6	2014-01-05T16:33:07
1623	2014-01-05T16:50:09	6	2014-01-05T16:35:09
1624	2014-01-05T16:57:44	6	2014-01-05T16:36:04
1625	2014-01-05T16:50:39	6	2014-01-05T16:36:38
1626	2014-01-05T16:52:30	6	2014-01-05T16:40:37
1627		0	2014-01-05T16:44:14
1628	2014-01-05T17:26:40	6	2014-01-05T16:45:13
1629	2014-01-05T17:14:09	6	2014-01-05T17:02:18
1630		1	2014-01-05T17:03:48
1631	2014-01-05T17:26:18	6	2014-01-05T17:06:00
1632	2014-01-05T17:24:14	6	2014-01-05T17:12:03
1633	2014-01-05T17:25:15	6	2014-01-05T17:14:34
1634	2014-01-05T17:58:18	6	2014-01-05T17:17:55
1635	2014-01-05T17:54:02	6	2014-01-05T17:18:39
1636	2014-01-05T17:37:42	6	2014-01-05T17:23:27
1637		1	2014-01-05T17:26:57
1638	2014-01-05T18:09:59	6	2014-01-05T17:33:23
1639	2014-01-05T17:58:56	6	2014-01-05T17:34:17
1640	2014-01-05T18:16:38	6	2014-01-05T18:02:25
1641	2014-01-05T18:18:36	6	2014-01-05T18:05:37
1642	2014-01-05T18:14:32	6	2014-01-05T18:05:48
1643		5	2014-01-05T18:12:26
1644		4	2014-01-05T18:15:02
1645	2014-01-05T18:37:46	6	2014-01-05T18:22:58
1646	2014-01-05T18:38:01	6	2014-01-05T18:23:34
1647		1	2014-01-05T18:26:59
1648	2014-01-05T18:39:13	6	2014-01-05T18:33:36
1649	2014-01-05T18:48:50	6	2014-01-05T18:37:00
1650	2014-01-05T19:08:47	6	2014-01-05T18:45:33
1651		1	2014-01-05T18:45:51
1652		3	2014-01-05T18:46:29
1653	2014-01-05T19:09:36	6	2014-01-05T18:49:51
1654	2014-01-05T18:58:23	6	2014-01-05T18:51:52
1655	2014-01-05T19:36:30	6	2014-01-05T18:58:47
1658	2014-01-05T19:27:42	6	2014-01-05T19:09:55
1657	2014-01-05T19:16:00	6	2014-01-05T18:59:48
1659	2014-01-05T19:28:08	6	2014-01-05T19:14:22
1660		2	2014-01-05T19:21:41
1661	2014-01-05T19:33:06	6	2014-01-05T19:22:19
1662	2014-01-05T19:34:49	6	2014-01-05T19:24:03
1663		0	2014-01-05T19:25:57
1664	2014-01-05T19:42:59	6	2014-01-05T19:26:21
1665	2014-01-05T19:37:45	6	2014-01-05T19:26:37
1667	2014-01-05T19:37:16	6	2014-01-05T19:30:47
1668	2014-01-05T19:43:23	6	2014-01-05T19:31:56
1669	2014-01-05T20:08:18	6	2014-01-05T19:33:21
1670	2014-01-05T20:08:09	6	2014-01-05T19:33:22
1671	2014-01-05T20:34:58	6	2014-01-05T20:09:13
1672	2014-01-05T20:24:58	6	2014-01-05T20:09:47
1673	2014-01-05T20:34:43	6	2014-01-05T20:09:57
1674	2014-01-05T20:32:20	6	2014-01-05T20:12:38
1675	2014-01-05T20:26:00	6	2014-01-05T20:14:15
1676	2014-01-05T20:28:42	6	2014-01-05T20:16:43
1677	2014-01-05T20:39:28	6	2014-01-05T20:17:27
1680	2014-01-05T20:59:17	6	2014-01-05T20:25:03
1679	2014-01-05T20:39:41	6	2014-01-05T20:24:18
1681	2014-01-05T20:58:27	6	2014-01-05T20:34:22
1682	2014-01-05T20:45:43	6	2014-01-05T20:36:20
1683		4	2014-01-05T20:39:36
1684	2014-01-05T21:08:51	6	2014-01-05T20:59:32
1685	2014-01-05T21:13:08	6	2014-01-05T21:06:20
1686	2014-01-05T21:22:36	6	2014-01-05T21:06:26
1687	2014-01-05T21:22:22	6	2014-01-05T21:11:15
1688	2014-01-05T21:35:08	6	2014-01-05T21:13:51
1689	2014-01-05T21:41:06	6	2014-01-05T21:16:16
1690	2014-01-05T21:29:50	6	2014-01-05T21:16:39
1691	2014-01-05T21:33:58	6	2014-01-05T21:16:48
1692	2014-01-05T21:39:23	6	2014-01-05T21:25:17
1693		0	2014-01-05T21:33:24
1694		2	2014-01-05T21:34:05
1695	2014-01-05T21:48:23	6	2014-01-05T21:38:18
1696	2014-01-05T22:02:44	6	2014-01-05T21:46:26
1697	2014-01-05T22:10:08	6	2014-01-05T21:54:25
1698		1	2014-01-05T22:02:47
1699	2014-01-05T22:36:09	6	2014-01-05T22:23:11
1700	2014-01-05T23:07:48	6	2014-01-05T22:24:42
1701	2014-01-05T23:09:18	6	2014-01-05T22:25:23
1702		1	2014-01-05T22:32:30
1703	2014-01-05T23:01:29	6	2014-01-05T22:53:55
1704	2014-01-05T23:05:37	6	2014-01-05T22:55:36
1705	2014-01-05T23:21:02	6	2014-01-05T23:11:52
1706	2014-01-05T23:25:48	6	2014-01-05T23:15:12
1707	2014-01-05T23:30:22	6	2014-01-05T23:15:43
1708	2014-01-05T23:42:41	6	2014-01-05T23:36:18
1711	2014-01-06T00:10:39	6	2014-01-05T23:59:56
1710	2014-01-06T00:01:15	6	2014-01-05T23:52:58
1712	2014-01-06T00:35:22	6	2014-01-06T00:20:44
1714	2014-01-06T00:47:00	6	2014-01-06T00:26:56
1715	2014-01-06T00:58:46	6	2014-01-06T00:31:59
1716	2014-01-06T01:03:37	6	2014-01-06T00:51:07
1717	2014-01-06T01:09:33	6	2014-01-06T00:58:32
1718	2014-01-06T01:15:23	6	2014-01-06T01:03:55
1719	2014-01-06T02:31:14	6	2014-01-06T02:18:47
1720	2014-01-06T02:53:53	6	2014-01-06T02:43:57
1721	2014-01-06T03:15:36	6	2014-01-06T03:04:36
1722		1	2014-01-06T03:18:10
1723	2014-01-06T03:43:17	6	2014-01-06T03:28:21
1724	2014-01-06T03:46:07	6	2014-01-06T03:31:32
1725		0	2014-01-06T03:55:06
1726	2014-01-06T08:34:22	6	2014-01-06T06:19:28
1727	2014-01-06T07:07:04	6	2014-01-06T06:49:46
1728	2014-01-06T07:04:53	6	2014-01-06T06:54:33
1729	2014-01-06T07:16:25	6	2014-01-06T07:08:07
1730	2014-01-06T07:42:10	6	2014-01-06T07:18:25
1731	2014-01-06T08:07:26	6	2014-01-06T07:52:56
1732	2014-01-06T08:37:11	6	2014-01-06T08:09:46
1733	2014-01-06T09:47:50	6	2014-01-06T09:41:14
1734	2014-01-06T10:08:52	6	2014-01-06T09:49:45
1735	2014-01-06T10:44:41	6	2014-01-06T10:34:17
1736	2014-01-06T10:59:12	6	2014-01-06T10:50:43
1737	2014-01-06T11:27:20	6	2014-01-06T10:58:28
1738	2014-01-06T11:23:34	6	2014-01-06T11:13:02
1739	2014-01-06T11:29:00	6	2014-01-06T11:20:16
1740	2014-01-06T11:40:42	6	2014-01-06T11:23:05
1741		5	2014-01-06T11:24:35
1742	2014-01-06T11:54:00	6	2014-01-06T11:25:50
1744		2	2014-01-06T11:37:57
1745	2014-01-06T12:04:43	6	2014-01-06T11:38:39
1746		2	2014-01-06T11:39:31
1747	2014-01-06T12:08:00	6	2014-01-06T11:39:50
1748	2014-01-06T11:52:05	6	2014-01-06T11:40:50
1749		5	2014-01-06T12:17:09
1750	2014-01-06T12:38:19	6	2014-01-06T12:18:15
1751	2014-01-06T13:02:27	6	2014-01-06T12:44:38
1752		0	2014-01-06T13:13:58
1753		1	2014-01-06T13:23:55
1754	2014-01-06T13:42:19	6	2014-01-06T13:29:56
1755	2014-01-06T14:04:12	6	2014-01-06T13:43:35
1756	2014-01-06T14:11:49	6	2014-01-06T13:58:32
1757	2014-01-06T14:16:08	6	2014-01-06T14:07:43
1758	2014-01-06T14:26:27	6	2014-01-06T14:16:52
1759	2014-01-06T14:32:55	6	2014-01-06T14:18:38
1760	2014-01-06T15:01:05	6	2014-01-06T14:24:16
1761	2014-01-06T14:51:41	6	2014-01-06T14:41:24
1762	2014-01-06T15:06:38	6	2014-01-06T15:04:10
1763	2014-01-06T15:34:45	6	2014-01-06T15:15:14
1764	2014-01-06T15:33:50	6	2014-01-06T15:15:57
1765	2014-01-06T20:25:19	6	2014-01-06T15:16:22
1766	2014-01-06T15:38:04	6	2014-01-06T15:29:26
1767	2014-01-06T16:15:07	6	2014-01-06T16:02:53
1768	2014-01-06T16:20:15	6	2014-01-06T16:09:06
1769	2014-01-06T16:23:35	6	2014-01-06T16:12:23
1770	2014-01-06T16:26:47	6	2014-01-06T16:13:47
1771	2014-01-06T16:23:14	6	2014-01-06T16:16:35
1772	2014-01-06T16:28:26	6	2014-01-06T16:17:14
1773	2014-01-06T16:29:26	6	2014-01-06T16:21:16
1774	2014-01-06T17:02:20	6	2014-01-06T16:43:53
1775	2014-01-06T16:55:45	6	2014-01-06T16:46:19
1776		1	2014-01-06T16:46:30
1777	2014-01-06T16:57:39	6	2014-01-06T16:46:32
1778		0	2014-01-06T16:46:55
1779	2014-01-06T17:12:22	6	2014-01-06T16:59:45
1780	2014-01-06T17:18:46	6	2014-01-06T17:02:44
1781	2014-01-06T17:25:26	6	2014-01-06T17:06:11
1782		0	2014-01-06T17:07:28
1783	2014-01-06T17:28:02	6	2014-01-06T17:18:33
1784	2014-01-06T17:32:16	6	2014-01-06T17:22:59
1785		2	2014-01-06T17:30:57
1786	2014-01-06T17:46:05	6	2014-01-06T17:35:50
1787	2014-01-06T17:48:13	6	2014-01-06T17:37:47
1788	2014-01-06T17:58:39	6	2014-01-06T17:47:05
1789		5	2014-01-06T17:49:04
1790	2014-01-06T18:20:55	6	2014-01-06T18:10:41
1791	2014-01-06T18:36:53	6	2014-01-06T18:20:33
1792	2014-01-06T19:29:47	6	2014-01-06T18:23:25
1793	2014-01-06T18:28:45	6	2014-01-06T18:24:08
1794	2014-01-06T18:31:40	6	2014-01-06T18:24:17
1795		2	2014-01-06T18:26:47
1796	2014-01-06T18:42:44	6	2014-01-06T18:29:01
1797	2014-01-06T18:47:42	6	2014-01-06T18:32:22
1798		3	2014-01-06T18:39:33
1799		1	2014-01-06T18:41:51
1800		0	2014-01-06T18:44:34
1801	2014-01-06T18:59:22	6	2014-01-06T18:49:18
1802		2	2014-01-06T18:50:34
1803		0	2014-01-06T19:16:35
1804	2014-01-06T19:32:55	6	2014-01-06T19:19:25
1805	2014-01-06T19:42:56	6	2014-01-06T19:27:52
1806		1	2014-01-06T19:36:17
1807	2014-01-06T20:41:31	6	2014-01-06T19:57:19
1808	2014-01-06T20:18:57	6	2014-01-06T20:05:55
1809	2014-01-06T20:18:38	6	2014-01-06T20:08:52
1810	2014-01-06T20:24:50	6	2014-01-06T20:09:13
1811	2014-01-06T20:24:10	6	2014-01-06T20:13:59
1812	2014-01-06T20:29:32	6	2014-01-06T20:20:58
1813	2014-01-06T20:50:36	6	2014-01-06T20:43:02
1814	2014-01-06T21:13:56	6	2014-01-06T20:58:47
1815	2014-01-06T21:12:52	6	2014-01-06T21:05:40
1816	2014-01-06T21:55:25	6	2014-01-06T21:08:43
1817		0	2014-01-06T21:44:08
1818	2014-01-06T22:03:40	6	2014-01-06T21:49:51
1819	2014-01-06T21:57:30	6	2014-01-06T21:50:56
1820	2014-01-06T22:05:23	6	2014-01-06T21:56:00
1821	2014-01-06T22:27:21	6	2014-01-06T22:07:04
1822	2014-01-06T22:24:44	6	2014-01-06T22:10:48
1823		5	2014-01-06T22:13:36
1824	2014-01-06T22:39:45	6	2014-01-06T22:18:58
1826	2014-01-06T22:43:09	6	2014-01-06T22:33:44
1827	2014-01-06T22:55:24	6	2014-01-06T22:41:15
1828	2014-01-06T22:55:47	6	2014-01-06T22:45:11
1829	2014-01-06T23:09:41	6	2014-01-06T22:46:30
1830		0	2014-01-06T22:54:03
1831	2014-01-06T23:12:34	6	2014-01-06T22:59:43
1832	2014-01-06T23:23:08	6	2014-01-06T23:10:21
1833	2014-01-06T23:18:33	6	2014-01-06T23:11:50
1834	2014-01-06T23:25:37	6	2014-01-06T23:13:54
1835	2014-01-06T23:42:46	6	2014-01-06T23:22:34
1836	2014-01-06T23:44:01	6	2014-01-06T23:34:30
1837	2014-01-06T23:50:57	6	2014-01-06T23:44:40
1838		0	2014-01-06T23:48:14
1839		0	2014-01-06T23:49:03
1840		5	2014-01-06T23:49:49
1841	2014-01-06T23:59:10	6	2014-01-06T23:53:54
1842	2014-01-07T00:24:46	6	2014-01-07T00:15:26
1843	2014-01-07T01:49:20	6	2014-01-07T01:33:46
1844		1	2014-01-07T02:23:17
1845		0	2014-01-07T03:26:37
1846		1	2014-01-07T05:47:10
1847		2	2014-01-07T07:39:26
1848	2014-01-07T09:39:49	6	2014-01-07T09:14:39
1849	2014-01-07T10:50:58	6	2014-01-07T09:45:44
1850	2014-01-07T10:24:47	6	2014-01-07T10:11:54
1851	2014-01-07T10:18:55	6	2014-01-07T10:17:52
1852	2014-01-07T11:19:57	6	2014-01-07T11:03:32
1853	2014-01-07T11:52:54	6	2014-01-07T11:13:53
1854	2014-01-07T12:40:13	6	2014-01-07T12:31:59
1855	2014-01-07T13:00:09	6	2014-01-07T12:47:52
1856		2	2014-01-07T13:12:07
1857	2014-01-07T13:42:29	6	2014-01-07T13:34:49
1858		1	2014-01-07T13:44:01
1859	2014-01-07T14:58:28	6	2014-01-07T14:44:56
1860	2014-01-07T15:13:23	6	2014-01-07T14:46:27
1861		2	2014-01-07T15:02:23
1862	2014-01-07T15:20:35	6	2014-01-07T15:12:22
1863		2	2014-01-07T15:39:36
1864	2014-01-07T16:14:35	6	2014-01-07T16:07:48
1865	2014-01-07T16:30:58	6	2014-01-07T16:15:08
1867	2014-01-07T16:47:28	6	2014-01-07T16:34:39
1870	2014-01-07T17:30:15	6	2014-01-07T17:11:34
1869	2014-01-07T17:30:58	6	2014-01-07T17:10:26
1871	2014-01-07T17:22:55	6	2014-01-07T17:15:59
1872	2014-01-07T17:27:57	6	2014-01-07T17:18:52
1873	2014-01-07T18:41:47	6	2014-01-07T17:29:26
1874	2014-01-07T17:39:31	6	2014-01-07T17:35:26
1877		1	2014-01-07T18:32:51
1878		0	2014-01-07T19:19:09
1879	2014-01-07T20:13:13	6	2014-01-07T20:05:09
1880	2014-01-07T21:21:05	6	2014-01-07T21:10:56
1881	2014-01-07T21:42:22	6	2014-01-07T21:29:48
1882	2014-01-07T21:45:52	6	2014-01-07T21:31:43
1883	2014-01-07T22:04:46	6	2014-01-07T21:49:48
1884	2014-01-07T22:28:12	6	2014-01-07T22:07:10
1885		0	2014-01-07T22:36:14
1886		0	2014-01-07T22:36:38
1887	2014-01-07T23:58:34	6	2014-01-07T23:49:13
1888	2014-01-08T00:09:58	6	2014-01-08T00:02:24
1889	2014-01-08T03:47:12	6	2014-01-08T03:28:39
1890	2014-01-08T10:25:01	6	2014-01-08T10:09:04
1891	2014-01-08T12:46:47	6	2014-01-08T12:26:51
1892		0	2014-01-08T12:27:41
1893	2014-01-08T14:28:01	6	2014-01-08T14:16:21
1894	2014-01-08T15:11:07	6	2014-01-08T15:01:06
1895		2	2014-01-08T15:32:55
1896	2014-01-08T16:56:35	6	2014-01-08T16:50:07
1897	2014-01-08T17:14:02	6	2014-01-08T17:03:10
1898	2014-01-08T17:24:18	6	2014-01-08T17:09:28
1899		5	2014-01-08T19:00:30
1900	2014-01-08T21:52:21	6	2014-01-08T21:35:28
1901	2014-01-08T22:35:19	6	2014-01-08T22:22:35
1902	2014-01-08T23:11:26	6	2014-01-08T23:06:24
1903	2014-01-09T00:35:04	6	2014-01-09T00:17:38
1904	2014-01-09T06:54:24	6	2014-01-09T06:45:30
1905	2014-01-09T08:09:53	6	2014-01-09T07:59:07

